FCP,1492
LCP,2253
FCP,1661
LCP,1661
FCP,693
LCP,3498
FCP,973
LCP,4290
FCP,1289
LCP,3939
FCP,871
LCP,3703
FCP,869
LCP,3629
FCP,794
LCP,2479
FCP,683
LCP,2941
FCP,1747
LCP,4415
FCP,861
LCP,3431
FCP,847
LCP,2425
FCP,717
LCP,822
FCP,791
LCP,3114
FCP,732
LCP,787
FCP,2802
LCP,2802
FCP,931
LCP,931
FCP,956
LCP,3723
FCP,884
LCP,906
FCP,1046
LCP,1197
FCP,1434
LCP,6006
FCP,1614
LCP,3341
FCP,1027
