FCP,654
LCP,3379
FCP,609
LCP,3345
FCP,657
FCP,1222
FCP,875
LCP,3599
FCP,872
LCP,3466
FCP,841
LCP,3174
FCP,2274
LCP,3199
FCP,2804
LCP,4046
FCP,1012
LCP,1135
FCP,960
LCP,5078
FCP,832
LCP,938
FCP,935
LCP,1039
FCP,3118
LCP,3466
FCP,969
LCP,6318
FCP,1046
LCP,1046
FCP,965
LCP,1018
FCP,929
LCP,1004
FCP,1174
LCP,1271
FCP,1051
LCP,1173
FCP,2766
FCP,804
LCP,4856
FCP,1146
LCP,4021
FCP,708
LCP,3532
FCP,832
LCP,3373
FCP,792
LCP,3418
FCP,745
FCP,1135
LCP,6400
